permno,ticker,comnam,namedt,nameenddt
69032,MS,MORGAN STANLEY DEAN WITTER & CO,2024-09-12,2024-12-31
22517,PPL,P P L CORP,2024-06-25,2024-12-31
70519,C,CITIGROUP INC,2019-09-30,2024-12-31
21742,CASY,CASEYS GENERAL STORES INC,2008-08-29,2024-12-31
21776,EXC,EXELON CORP,2019-09-25,2024-12-31
21792,CNP,CENTERPOINT ENERGY INC,2021-04-01,2024-12-31
21936,PFE,PFIZER INC,2021-10-13,2024-12-31
22103,EMR,EMERSON ELECTRIC CO,2021-04-01,2024-12-31
66376,WSO,WATSCO INC,1999-02-01,2024-12-31
70228,TOL,TOLL BROTHERS INC,2024-07-01,2024-12-31
70033,HOG,HARLEY DAVIDSON INC,2013-05-30,2024-12-31
22265,RIVN,RIVIAN AUTOMOTIVE INC,2021-11-10,2024-12-31
69796,STZ,CONSTELLATION BRANDS INC,2014-04-10,2024-12-31
22293,GLW,CORNING INC,2021-04-05,2024-12-31
22509,PPG,P P G INDUSTRIES INC,2001-08-24,2024-12-31
69649,RJF,RAYMOND JAMES FINANCIAL INC,2021-03-31,2024-12-31
22111,JNJ,JOHNSON & JOHNSON,2021-12-21,2024-12-31
21723,HOOD,ROBINHOOD MARKETS INC,2021-07-29,2024-12-31
66325,SLM,S L M CORP,2011-12-12,2024-12-31
23660,CTAS,CINTAS CORP,1999-07-01,2024-12-31
64194,CHE,CHEMED CORP NEW,2020-11-19,2024-12-31
25232,OKE,ONEOK INC NEW,2021-04-01,2024-12-31
25081,CMA,COMERICA INC,1998-09-01,2024-12-31
64282,BBWI,BATH & BODY WORKS INC,2021-08-03,2024-12-31
24985,AEE,AMEREN CORP,2016-12-19,2024-12-31
64311,NSC,NORFOLK SOUTHERN CORP,2022-07-20,2024-12-31
24766,NOC,NORTHROP GRUMMAN CORP,2004-02-20,2024-12-31
64390,PGR,PROGRESSIVE CORP OH,2001-08-24,2024-12-31
24643,HWM,HOWMET AEROSPACE INC,2020-04-01,2024-12-31
64936,D,DOMINION ENERGY INC,2022-07-13,2024-12-31
24440,OGE,O G E ENERGY CORP,2017-10-13,2024-12-31
64995,KEY,KEYCORP NEW,1994-03-02,2024-12-31
24328,EQT,E Q T CORP,2017-07-13,2024-12-31
24272,ASH,ASHLAND INC 2022,2022-08-01,2024-12-31
65307,RPM,R P M INTERNATIONAL INC,2024-06-25,2024-12-31
65402,AOS,SMITH A O CORP,2017-12-26,2024-12-31
24205,NEE,NEXTERA ENERGY INC,2010-06-23,2024-12-31
23712,PEG,PUBLIC SERVICE ENTERPRISE GP INC,1986-05-01,2024-12-31
23819,HAL,HALLIBURTON CO,1968-01-02,2024-12-31
23835,MDU,M D U RESOURCES GROUP INC,2020-02-27,2024-12-31
66181,HD,HOME DEPOT INC,2011-06-10,2024-12-31
23876,KVUE,KENVUE INC,2023-05-04,2024-12-31
66157,USB,U S BANCORP DEL,2011-06-13,2024-12-31
23579,TXT,TEXTRON INC,2021-04-01,2024-12-31
23931,XEL,X C E L ENERGY INC,2018-01-02,2024-12-31
24010,ETR,ENTERGY CORP NEW,2015-07-01,2024-12-31
66093,T,A T & T INC,2021-12-30,2024-12-31
65875,VZ,VERIZON COMMUNICATIONS INC,2022-04-04,2024-12-31
24053,EVRG,EVERGY INC,2022-12-28,2024-12-31
65541,COO,COOPER COMPANIES INC,2024-02-20,2024-12-31
24109,AEP,AMERICAN ELECTRIC POWER CO INC,2020-10-01,2024-12-31
23941,CAVA,CAVA GROUP INC,2023-06-15,2024-12-31
25320,CPB,CAMPBELLS CO,2024-11-22,2024-12-31
21614,DUOL,DUOLINGO INC,2021-07-28,2024-12-31
21371,CAH,CARDINAL HEALTH INC,2021-04-01,2024-12-31
75654,CGNX,COGNEX CORP,2004-08-02,2024-12-31
75694,TECH,BIO TECHNE CORP,2014-11-04,2024-12-31
19788,PLTR,PALANTIR TECHNOLOGIES INC,2024-11-26,2024-12-31
75825,EOG,EOG RESOURCES INC,2024-07-01,2024-12-31
75828,EA,ELECTRONIC ARTS INC,2011-12-20,2024-12-31
75854,LSCC,LATTICE SEMICONDUCTOR CORP,1989-11-09,2024-12-31
19751,LCID,LUCID GROUP INC,2021-07-26,2024-12-31
75912,PTC,P T C INC,2013-12-03,2024-12-31
76076,CSCO,CISCO SYSTEMS INC,2000-08-01,2024-12-31
19654,SNOW,SNOWFLAKE INC,2020-09-16,2024-12-31
19561,BA,BOEING CO,1968-01-02,2024-12-31
76082,CTRA,COTERRA ENERGY INC,2021-10-04,2024-12-31
19502,WBA,WALGREENS BOOTS ALLIANCE INC,2014-12-31,2024-12-31
19484,PCVX,VAXCYTE INC,2020-06-12,2024-12-31
19413,ACI,ALBERTSONS COMPANIES INC,2022-07-14,2024-12-31
19405,ZI,ZOOMINFO TECHNOLOGIES INC,2022-05-26,2024-12-31
76095,HOLX,HOLOGIC INC,2006-12-22,2024-12-31
76591,QDEL,QUIDELORTHO CORP,2022-05-27,2024-12-31
76282,AN,AUTONATION INC DEL,2001-01-02,2024-12-31
18909,NET,CLOUDFLARE INC,2024-06-21,2024-12-31
18911,DDOG,DATADOG INC,2019-09-19,2024-12-31
18940,PTON,PELOTON INTERACTIVE INC,2019-09-26,2024-12-31
19084,BILL,B I L L HOLDINGS INC,2023-02-27,2024-12-31
19794,U,UNITY SOFTWARE INC,2020-09-18,2024-12-31
76230,TRMB,TRIMBLE INC,2016-10-03,2024-12-31
19166,FMC,F M C CORP,2021-05-05,2024-12-31
76185,TYL,TYLER TECHNOLOGIES INC,2006-06-30,2024-12-31
19285,CARR,CARRIER GLOBAL CORP,2020-04-03,2024-12-31
19286,OTIS,OTIS WORLDWIDE CORP,2020-04-03,2024-12-31
19350,DE,DEERE & CO,1968-01-02,2024-12-31
19393,BMY,BRISTOL MYERS SQUIBB CO,1995-11-01,2024-12-31
76226,PARA,PARAMOUNT GLOBAL,2022-02-17,2024-12-31
21573,IP,INTERNATIONAL PAPER CO,1968-01-02,2024-12-31
19818,BSY,BENTLEY SYSTEMS INC,2020-09-23,2024-12-31
75591,IEX,IDEX CORP,2001-08-24,2024-12-31
70578,ECL,ECOLAB INC,2021-04-01,2024-12-31
21207,NEM,NEWMONT CORP,2020-01-09,2024-12-31
71175,UNM,UNUM GROUP,2007-03-02,2024-12-31
21178,LMT,LOCKHEED MARTIN CORP,2014-01-23,2024-12-31
21020,AAL,AMERICAN AIRLINES GROUP INC,2013-12-09,2024-12-31
20972,PATH,UIPATH INC,2024-06-20,2024-12-31
20894,APP,APPLOVIN CORP,2021-04-15,2024-12-31
20893,AGL,AGILON HEALTH INC,2024-06-20,2024-12-31
71563,TFC,TRUIST FINANCIAL CORP,2020-02-11,2024-12-31
20892,COIN,COINBASE GLOBAL INC,2021-04-14,2024-12-31
20682,CPNG,COUPANG INC,2021-03-11,2024-12-31
20648,RBLX,ROBLOX CORP,2021-03-10,2024-12-31
72726,STT,STATE STREET CORP,2004-02-20,2024-12-31
20583,EXE,EXPAND ENERGY CORP,2024-10-02,2024-12-31
73139,SYK,STRYKER CORP,2006-06-30,2024-12-31
20482,ABT,ABBOTT LABORATORIES,2023-04-13,2024-12-31
75034,BKR,BAKER HUGHES CO,2021-12-07,2024-12-31
19849,SMMT,SUMMIT THERAPEUTICS INC,2020-09-21,2024-12-31
75510,ADBE,ADOBE INC,2018-10-09,2024-12-31
20057,VTRS,VIATRIS INC,2020-11-17,2024-12-31
75470,MIDD,MIDDLEBY CORP,1995-11-28,2024-12-31
20067,SOFI,SOFI TECHNOLOGIES INC,2021-06-01,2024-12-31
20178,RKLB,ROCKET LAB USA INC,2021-08-25,2024-12-31
75607,GEN,GEN DIGITAL INC,2022-11-08,2024-12-31
20189,DASH,DOORDASH INC,2023-09-27,2024-12-31
20190,ABNB,AIRBNB INC,2020-12-10,2024-12-31
20339,AFRM,AFFIRM HOLDINGS INC,2021-01-13,2024-12-31
20391,TPL,TEXAS PACIFIC LAND CORP,2024-06-20,2024-12-31
75186,SCHW,SCHWAB CHARLES CORP NEW,2019-10-31,2024-12-31
75182,PII,POLARIS INC,2019-08-08,2024-12-31
20415,JEF,JEFFERIES FINANCIAL GROUP INC,2023-01-12,2024-12-31
75285,MAN,MANPOWERGROUP,2011-04-18,2024-12-31
18908,TXG,10X GENOMICS INC,2019-09-12,2024-12-31
25419,WHR,WHIRLPOOL CORP,2019-11-20,2024-12-31
64186,CI,CIGNA GROUP,2023-02-23,2024-12-31
43123,ATI,A T I INC,2022-07-12,2024-12-31
42906,HBAN,HUNTINGTON BANCSHARES INC,1999-07-01,2024-12-31
42877,JBHT,HUNT J B TRANSPORT SERVICES INC,1983-11-22,2024-12-31
42585,SJM,SMUCKER J M CO,2024-06-24,2024-12-31
52708,LEN,LENNAR CORP,2006-07-24,2024-12-31
52898,WTRG,ESSENTIAL UTILITIES INC,2020-03-09,2024-12-31
52978,HAS,HASBRO INC,2010-12-21,2024-12-31
53065,IPG,INTERPUBLIC GROUP COS INC,1971-08-23,2024-12-31
42200,RVTY,REVVITY INC,2023-05-16,2024-12-31
41355,PH,PARKER HANNIFIN CORP,2021-04-01,2024-12-31
53613,MU,MICRON TECHNOLOGY INC,2009-12-30,2024-12-31
41080,CMI,CUMMINS INC,2003-12-10,2024-12-31
40539,TJX,T J X COMPANIES INC NEW,2021-04-01,2024-12-31
54148,PHM,PULTE GROUP INC,2010-03-22,2024-12-31
55001,TRN,TRINITY INDUSTRIES INC,2021-03-29,2024-12-31
40272,IFF,INTERNATIONAL FLAVORS & FRAG INC,2014-01-09,2024-12-31
55976,WMT,WALMART INC,2020-11-18,2024-12-31
58683,LUV,SOUTHWEST AIRLINES CO,2014-03-19,2024-12-31
58246,NTRS,NORTHERN TRUST CORP,1999-07-01,2024-12-31
57904,AFL,AFLAC INC,1992-01-02,2024-12-31
39490,APA,A P A CORP,2021-03-02,2024-12-31
39538,MAT,MATTEL INC,2009-09-28,2024-12-31
57817,JWN,NORDSTROM INC,2021-04-01,2024-12-31
52695,GWW,GRAINGER W W INC,2020-11-18,2024-12-31
57809,NDSN,NORDSON CORP,1986-04-01,2024-12-31
57665,NKE,NIKE INC,1999-01-04,2024-12-31
39642,BDX,BECTON DICKINSON & CO,1968-01-02,2024-12-31
57568,BALL,BALL CORP,2022-05-10,2024-12-31
56573,ITW,ILLINOIS TOOL WORKS INC,2024-09-12,2024-12-31
56274,CAG,CONAGRA BRANDS INC,2023-08-01,2024-12-31
40125,DXC,D X C TECHNOLOGY CO,2024-07-01,2024-12-31
39571,GGG,GRACO INC,2024-06-21,2024-12-31
38762,NI,NISOURCE INC,2017-12-26,2024-12-31
52476,EFX,EQUIFAX INC,2021-04-01,2024-12-31
52337,THC,TENET HEALTHCARE CORP,2012-10-11,2024-12-31
48725,UNP,UNION PACIFIC CORP,1994-06-01,2024-12-31
49015,LNC,LINCOLN NATIONAL CORP,2015-07-01,2024-12-31
48506,MCO,MOODYS CORP,2017-06-05,2024-12-31
49154,TGT,TARGET CORP,2002-01-02,2024-12-31
49373,HRB,BLOCK H & R INC,2019-09-09,2024-12-31
48486,LRCX,LAM RESH CORP,2024-10-03,2024-12-31
49656,BK,BANK OF NEW YORK MELLON CORP,2007-07-02,2024-12-31
47941,TGNA,TEGNA INC,2024-06-21,2024-12-31
49680,DHR,DANAHER CORP,2021-04-01,2024-12-31
47896,JPM,JPMORGAN CHASE & CO,2016-08-04,2024-12-31
50017,RRC,RANGE RESOURCES CORP,2022-03-10,2024-12-31
50876,LLY,LILLY ELI & CO,1970-07-09,2024-12-31
47626,CNA,C N A FINANCIAL CORP,1998-09-01,2024-12-31
51369,TER,TERADYNE INC,2018-11-27,2024-12-31
46886,KLAC,K L A CORP,2019-07-16,2024-12-31
46674,GPC,GENUINE PARTS CO,2001-08-24,2024-12-31
46578,CLX,CLOROX CO,1968-08-01,2024-12-31
43449,MCD,MCDONALDS CORP,1968-01-02,2024-12-31
43553,VFC,V F CORP,2001-08-24,2024-12-31
52329,J,JACOBS SOLUTIONS INC,2022-08-29,2024-12-31
52230,RHI,ROBERT HALF INC,2023-07-17,2024-12-31
44206,ES,EVERSOURCE ENERGY,2021-03-01,2024-12-31
44329,TFX,TELEFLEX INC,1999-02-01,2024-12-31
43350,SWK,STANLEY BLACK & DECKER INC,2020-11-03,2024-12-31
44601,AVY,AVERY DENNISON CORP,2021-04-01,2024-12-31
52090,MKC,MCCORMICK & CO INC,2014-01-29,2024-12-31
45225,VHI,VALHI INC NEW,2020-06-02,2024-12-31
52038,SYY,SYSCO CORP,2017-01-25,2024-12-31
45751,MMC,MARSH & MCLENNAN COS INC,2011-06-13,2024-12-31
45911,SWKS,SKYWORKS SOLUTIONS INC,2002-06-26,2024-12-31
51625,SCI,SERVICE CORP INTERNATIONAL,2014-01-07,2024-12-31
44644,ADP,AUTOMATIC DATA PROCESSING INC,2008-10-21,2024-12-31
25487,CAR,AVIS BUDGET GROUP INC,2010-12-31,2024-12-31
38703,WFC,WELLS FARGO & CO NEW,2014-01-15,2024-12-31
38093,AJG,GALLAGHER ARTHUR J & CO,1987-12-01,2024-12-31
29209,ARW,ARROW ELECTRONICS INC,2021-02-16,2024-12-31
60687,AFG,AMERICAN FINANCIAL GROUP INC NEW,2022-09-08,2024-12-31
28804,ALK,ALASKA AIRGROUP INC,2001-08-24,2024-12-31
28484,HES,HESS CORP,2023-08-08,2024-12-31
60871,ADI,ANALOG DEVICES INC,2012-04-02,2024-12-31
28345,MUR,MURPHY OIL CORP,2021-04-01,2024-12-31
60986,NWL,NEWELL BRANDS INC,2018-12-11,2024-12-31
28222,APD,AIR PRODUCTS & CHEMICALS INC,2021-04-01,2024-12-31
61241,AMD,ADVANCED MICRO DEVICES INC,2015-01-02,2024-12-31
27991,PNW,PINNACLE WEST CAPITAL CORP,1987-04-27,2024-12-31
61399,LOW,LOWES COMPANIES INC,2001-08-24,2024-12-31
27983,XRX,XEROX HOLDINGS CORP,2021-09-21,2024-12-31
61516,BIO,BIO RAD LABORATORIES INC,2010-12-29,2024-12-31
61621,PAYX,PAYCHEX INC,1999-07-01,2024-12-31
27959,DUK,DUKE ENERGY CORP NEW,2012-11-23,2024-12-31
27887,BAX,BAXTER INTERNATIONAL INC,2004-02-17,2024-12-31
27828,HPQ,H P INC,2015-11-02,2024-12-31
25582,LHX,L3HARRIS TECHNOLOGIES INC,2019-07-01,2024-12-31
25590,NFG,NATIONAL FUEL GAS CO N J,2011-06-13,2024-12-31
25785,F,FORD MOTOR CO DEL,2000-08-09,2024-12-31
25953,DOV,DOVER CORP,2021-04-01,2024-12-31
63467,BRO,BROWN & BROWN INC,1999-04-29,2024-12-31
26403,DIS,DISNEY WALT CO,2024-06-28,2024-12-31
29938,BF,BROWN FORMAN CORP,2014-01-08,2024-12-31
62498,WST,WEST PHARMACEUTICAL SERVICES INC,2024-06-24,2024-12-31
26825,K,KELLANOVA,2023-10-02,2024-12-31
62308,GL,GLOBE LIFE INC,2024-07-01,2024-12-31
27334,CSL,CARLISLE COMPANIES,2021-03-31,2024-12-31
62148,CSX,C S X CORP,2015-12-22,2024-12-31
27422,CLF,CLEVELAND CLIFFS INC NEW,2017-08-25,2024-12-31
62092,TMO,THERMO FISHER SCIENTIFIC INC,2006-11-10,2024-12-31
26710,L,LOEWS CORP,2011-06-13,2024-12-31
38156,WMB,WILLIAMS COS,2001-08-24,2024-12-31
60628,FDX,FEDEX CORP,2000-01-21,2024-12-31
30681,OMC,OMNICOM GROUP INC,1990-06-27,2024-12-31
58819,LNT,ALLIANT ENERGY CORP,2018-12-31,2024-12-31
37584,BEN,FRANKLIN RESOURCES INC,2021-03-31,2024-12-31
58975,OII,OCEANEERING INTERNATIONAL INC,1991-12-17,2024-12-31
59010,GAP,GAP INC,2024-08-22,2024-12-31
36468,SHW,SHERWIN WILLIAMS CO,2018-08-27,2024-12-31
59045,KEX,KIRBY CORP,1996-10-15,2024-12-31
36397,FHN,FIRST HORIZON CORP,2020-11-30,2024-12-31
59176,AXP,AMERICAN EXPRESS CO,2021-04-05,2024-12-31
36003,ROL,ROLLINS INC,1968-08-12,2024-12-31
35554,MTB,M & T BANK CORP,2021-04-01,2024-12-31
59248,TAP,MOLSON COORS BEVERAGE CO,2020-01-02,2024-12-31
59328,INTC,INTEL CORP,1972-12-14,2024-12-31
35044,RF,REGIONS FINANCIAL CORP NEW,2021-04-01,2024-12-31
34833,OXY,OCCIDENTAL PETROLEUM CORP,2019-03-28,2024-12-31
59408,BAC,BANK OF AMERICA CORP,2022-05-16,2024-12-31
34817,NUE,NUCOR CORP,2021-04-01,2024-12-31
34746,FITB,FIFTH THIRD BANCORP,1975-04-23,2024-12-31
60599,LUMN,LUMEN TECHOLOGIES INC,2021-04-09,2024-12-31
30940,FLS,FLOWSERVE CORP,2023-10-12,2024-12-31
32678,HEI,HEICO CORP NEW,2001-03-01,2024-12-31
32707,HP,HELMERICH & PAYNE INC,2011-06-10,2024-12-31
32803,DINO,H F SINCLAIR CORP,2024-06-26,2024-12-31
60580,TTC,TORO CO,1978-09-06,2024-12-31
29946,BF,BROWN FORMAN CORP,2014-01-08,2024-12-31
32870,HRL,HORMEL FOODS CORP,2008-06-19,2024-12-31
60442,PNC,P N C FINANCIAL SERVICES GRP INC,2000-03-15,2024-12-31
32942,HUBB,HUBBELL INC,2019-04-05,2024-12-31
32986,ATO,ATMOS ENERGY CORP,2001-08-24,2024-12-31
60206,SNA,SNAP ON INC,2021-03-31,2024-12-31
59459,TRV,TRAVELERS COMPANIES INC,2007-02-27,2024-12-31
34032,MAS,MASCO CORP,2021-04-01,2024-12-31
60506,PCAR,PACCAR INC,1972-12-14,2024-12-31
87137,DVN,DEVON ENERGY CORP NEW,2020-02-27,2024-12-31
18886,DT,DYNATRACE INC,2019-08-01,2024-12-31
76605,AZO,AUTOZONE INC,2008-04-25,2024-12-31
83779,PEGA,PEGASYSTEMS INC,2000-08-01,2024-12-31
14882,CZR,CAESARS ENTERTAINMENT INC DE,2020-07-21,2024-12-31
83976,ANF,ABERCROMBIE & FITCH CO,2024-06-26,2024-12-31
14828,SAGE,SAGE THERAPEUTICS INC,2014-07-18,2024-12-31
14811,FWONK,LIBERTY MEDIA CORP 3RD NEW,2023-08-04,2024-12-31
84007,ONIT,ONITY GROUP INC,2024-06-10,2024-12-31
14795,TKR,TIMKEN CO,1970-04-30,2024-12-31
84032,NOV,N O V INC,2023-08-24,2024-12-31
14776,SYF,SYNCHRONY FINANCIAL,2021-06-21,2024-12-31
84042,PAG,PENSKE AUTOMOTIVE GROUP INC,2007-07-02,2024-12-31
84129,ZION,ZIONS BANCORPORATION N A,2018-10-01,2024-12-31
84172,NUS,NU SKIN ENTERPRISES INC,2016-11-04,2024-12-31
84262,STLD,STEEL DYNAMICS INC,1996-11-22,2024-12-31
14759,WMS,ADVANCED DRAINAGE SYSTEMS INC,2014-07-25,2024-12-31
14714,ANET,ARISTA NETWORKS INC,2024-12-04,2024-12-31
84372,VYX,N C R VOYIX CORP,2023-10-17,2024-12-31
84373,DGX,QUEST DIAGNOSTICS INC,1997-01-14,2024-12-31
84761,TTWO,TAKE TWO INTERACTIVE SOFTWR INC,2002-02-15,2024-12-31
14547,PCTY,PAYLOCITY HOLDING CORP,2014-03-19,2024-12-31
84723,LNG,CHENIERE ENERGY INC,2024-02-05,2024-12-31
14558,ALLY,ALLY FINANCIAL INC,2021-04-07,2024-12-31
14579,PAYC,PAYCOM SOFTWARE INC,2022-07-21,2024-12-31
84656,ALV,AUTOLIV INC,1997-04-28,2024-12-31
83621,ANSS,ANSYS INC,1996-06-20,2024-12-31
14593,AAPL,APPLE INC,2007-01-11,2024-12-31
14608,SABR,SABRE CORP,2014-04-17,2024-12-31
84606,EEFT,EURONET WORLDWIDE INC,2001-09-10,2024-12-31
14617,ARES,ARES MANAGEMENT CORP,2018-11-26,2024-12-31
84588,MTN,VAIL RESORTS INC,2020-10-20,2024-12-31
84381,ROK,ROCKWELL AUTOMATION INC,2017-04-10,2024-12-31
14702,AMAT,APPLIED MATERIALS INC,1989-09-01,2024-12-31
14596,FIVN,FIVE 9 INC,2014-04-04,2024-12-31
84769,APH,AMPHENOL CORP NEW,1997-05-20,2024-12-31
83597,FDS,FACTSET RESEARCH SYSTEMS INC,2017-12-26,2024-12-31
83534,NBIX,NEUROCRINE BIOSCIENCES INC,1996-05-23,2024-12-31
15579,TXN,TEXAS INSTRUMENTS INC,2012-01-03,2024-12-31
15546,Z,ZILLOW GROUP INC,2015-08-17,2024-12-31
15534,NTRA,NATERA INC,2015-07-02,2024-12-31
15488,PYPL,PAYPAL HOLDINGS INC,2015-07-20,2024-12-31
15478,TRU,TRANSUNION,2015-06-25,2024-12-31
15456,FL,FOOT LOCKER INC,2021-03-29,2024-12-31
82567,OPK,OPKO HEALTH INC,2016-06-24,2024-12-31
15408,KHC,KRAFT HEINZ CO,2015-07-06,2024-12-31
82581,HSIC,SCHEIN HENRY INC,2001-08-24,2024-12-31
15398,CC,CHEMOURS CO,2024-06-21,2024-12-31
82598,NTAP,NETAPP INC,2008-03-26,2024-12-31
82634,SAM,BOSTON BEER INC,1995-11-21,2024-12-31
82642,EL,LAUDER ESTEE COS INC,2009-09-09,2024-12-31
15397,BLD,TOPBUILD CORP,2015-07-01,2024-12-31
82651,WAT,WATERS CORP,1998-05-01,2024-12-31
15395,CABO,CABLE ONE INC,2015-07-01,2024-12-31
15315,GDDY,GODADDY INC,2015-04-01,2024-12-31
83443,BRK,BERKSHIRE HATHAWAY INC DEL,2021-04-05,2024-12-31
14939,KEYS,KEYSIGHT TECHNOLOGIES INC,2021-06-21,2024-12-31
83143,IRM,IRON MOUNTAIN INC NEW,2017-12-26,2024-12-31
14970,HUBS,HUBSPOT INC,2017-06-01,2024-12-31
83011,WSM,WILLIAMS SONOMA INC,1998-06-01,2024-12-31
14983,W,WAYFAIR INC,2020-03-09,2024-12-31
14889,CFG,CITIZENS FINANCIAL GROUP INC,2024-06-25,2024-12-31
82800,SCCO,SOUTHERN COPPER CORP,2010-02-17,2024-12-31
82779,NVAX,NOVAVAX INC,2019-05-10,2024-12-31
82775,HIG,HARTFORD FINANCIAL SVCS GRP INC,2019-01-08,2024-12-31
15202,VMC,VULCAN MATERIALS CO,2021-04-01,2024-12-31
15272,SEDG,SOLAREDGE TECHNOLOGIES INC,2015-03-26,2024-12-31
15291,ETSY,ETSY INC,2015-04-16,2024-12-31
82694,EME,EMCOR GROUP INC,2000-11-16,2024-12-31
14988,LBRDK,LIBERTY BROADBAND CORP,2014-11-05,2024-12-31
82515,POOL,POOL CORP,2006-05-17,2024-12-31
84788,AMZN,AMAZON COM INC,1997-05-15,2024-12-31
85002,SRPT,SAREPTA THERAPEUTICS INC,2012-07-12,2024-12-31
86136,SRE,SEMPRA ENERGY,2021-04-01,2024-12-31
86158,CTSH,COGNIZANT TECHNOLOGY SOLS CORP,1998-06-19,2024-12-31
13936,PVH,P V H CORP,2011-07-14,2024-12-31
86211,MSTR,MICROSTRATEGY INC,2002-07-31,2024-12-31
86228,RSG,REPUBLIC SERVICES INC,1998-07-01,2024-12-31
13928,COP,CONOCOPHILLIPS,2014-01-31,2024-12-31
86288,CSGP,COSTAR GROUP INC,2004-06-01,2024-12-31
86339,CCI,CROWN CASTLE INC,2022-08-02,2024-12-31
13911,IQV,IQVIA HOLDINGS INC,2024-06-20,2024-12-31
86356,EBAY,EBAY INC,2007-08-03,2024-12-31
86580,NVDA,NVIDIA CORP,1999-01-22,2024-12-31
86719,EWBC,EAST WEST BANCORP INC,1999-07-01,2024-12-31
86783,BKNG,BOOKING HOLDINGS INC,2018-02-27,2024-12-31
13901,MO,ALTRIA GROUP INC,2011-06-10,2024-12-31
13856,PEP,PEPSICO INC,2017-12-20,2024-12-31
86799,CNX,C N X RESOURCES CORP,2024-09-12,2024-12-31
13788,ZTS,ZOETIS INC,2013-02-01,2024-12-31
87055,COST,COSTCO WHOLESALE CORP NEW,1999-08-30,2024-12-31
13628,WDAY,WORKDAY INC,2017-09-20,2024-12-31
13641,FANG,DIAMONDBACK ENERGY INC,2012-10-12,2024-12-31
13687,RH,R H,2017-01-03,2024-12-31
87034,LII,LENNOX INTERNATIONAL INC,2024-06-24,2024-12-31
87006,UTHR,UNITED THERAPEUTICS CORP,1999-06-17,2024-12-31
13947,BLUE,BLUEBIRD BIO INC,2024-12-13,2024-12-31
86996,SBAC,S B A COMMUNICATIONS CORP NEW,2017-01-17,2024-12-31
13688,PCG,P G & E CORP,2021-03-31,2024-12-31
86964,FFIV,F 5 INC,2021-11-16,2024-12-31
13721,ABBV,ABBVIE INC,2013-01-02,2024-12-31
13739,BFAM,BRIGHT HORIZONS FAM SOL INC NEW,2013-01-25,2024-12-31
86868,GS,GOLDMAN SACHS GROUP INC,2011-06-10,2024-12-31
13757,FWONA,LIBERTY MEDIA CORP 3RD NEW,2023-08-04,2024-12-31
86979,JNPR,JUNIPER NETWORKS INC,2014-01-24,2024-12-31
14542,GOOG,ALPHABET INC,2015-10-05,2024-12-31
13949,CDW,C D W CORP NEW,2013-06-27,2024-12-31
85992,MANH,MANHATTAN ASSOCIATES INC,1998-04-23,2024-12-31
14541,CVX,CHEVRON CORP NEW,2023-07-25,2024-12-31
85035,QRVO,QORVO INC,2015-01-02,2024-12-31
85059,FIX,COMFORT SYSTEMS USA INC,2019-08-06,2024-12-31
14338,HLT,HILTON WORLDWIDE HOLDINGS INC,2017-01-04,2024-12-31
85072,RL,RALPH LAUREN CORP,2021-03-31,2024-12-31
85246,JLL,JONES LANG LASALLE INC,2021-03-29,2024-12-31
85257,AME,AMETEK INC NEW,2019-08-09,2024-12-31
85269,VLO,VALERO ENERGY CORP NEW,1997-08-12,2024-12-31
14329,ARMK,ARAMARK,2014-05-13,2024-12-31
85348,YUM,YUM BRANDS INC,2002-05-17,2024-12-31
14328,AMC,A M C ENTERTAINMENT HOLDINGS INC,2023-08-24,2024-12-31
85459,CHRW,CH ROBINSON WORLDWIDE INC,2006-08-18,2024-12-31
14273,CHGG,CHEGG INC,2013-11-13,2024-12-31
85593,AMG,AFFILIATED MANAGERS GROUP INC,2011-06-10,2024-12-31
85621,MTD,METTLER TOLEDO INTERNATIONAL INC,2024-06-20,2024-12-31
14239,COMM,COMMSCOPE HOLDING CO INC,2013-10-25,2024-12-31
85631,ADSK,AUTODESK INC,1996-05-01,2024-12-31
14008,AMGN,AMGEN INC,1986-04-01,2024-12-31
85945,HEI,HEICO CORP NEW,2001-03-01,2024-12-31
85926,SEE,SEALED AIR CORP NEW,2024-07-01,2024-12-31
85914,BBY,BEST BUY COMPANY INC,2023-09-21,2024-12-31
14102,SFM,SPROUTS FARMERS MARKET INC,2013-08-01,2024-12-31
14136,RNG,RINGCENTRAL INC,2021-03-31,2024-12-31
13983,COTY,COTY INC,2018-05-15,2024-12-31
85913,MAR,MARRIOTT INTERNATIONAL INC NEW,2013-10-21,2024-12-31
85792,PWR,QUANTA SERVICES INC,1998-02-12,2024-12-31
85753,VRSN,VERISIGN INC,2000-08-01,2024-12-31
85663,URI,UNITED RENTALS INC,2021-03-31,2024-12-31
14182,BURL,BURLINGTON STORES INC,2016-11-11,2024-12-31
85645,INGR,INGREDION INC,2012-06-04,2024-12-31
14231,VEEV,VEEVA SYSTEMS INC,2013-10-16,2024-12-31
14179,AR,ANTERO RESOURCES CORP,2021-04-01,2024-12-31
18835,DKNG,DRAFTKINGS INC,2022-05-05,2024-12-31
82486,ERIE,ERIE INDEMNITY CO,1995-10-02,2024-12-31
82272,MD,PEDIATRIX MEDICAL GROUP INC,2022-07-05,2024-12-31
18163,PG,PROCTER & GAMBLE CO,2021-04-14,2024-12-31
18135,GH,GUARDANT HEALTH INC,2018-10-04,2024-12-31
