permno,ret,ticker,name
86228,0.23032183987602362,RSG,REPUBLIC SERVICES INC
90178,0.22934889774782774,ALNY,ALNYLAM PHARMACEUTICALS INC
90808,0.22754965240743497,EXPE,EXPEDIA GROUP INC
92611,0.22321799350409033,V,VISA INC
23660,0.22236706765537306,CTAS,CINTAS CORP
75819,0.2221025354253987,VTR,VENTAS INC
83639,0.22193929200228957,CHKP,CHECK POINT SOFTWARE TECHS LTD
48506,0.22160621108827905,MCO,MOODYS CORP
18411,0.2168729539259424,SO,SOUTHERN CO
10933,0.21573926412993716,MKL,MARKEL GROUP INC
24205,0.21504253142800156,NEE,NEXTERA ENERGY INC
85631,0.21394114074789172,ADSK,AUTODESK INC
80381,0.21387877449706783,AVB,AVALONBAY COMMUNITIES INC
24328,0.21378434806252566,EQT,E Q T CORP
73139,0.21334458519794786,SYK,STRYKER CORP
61621,0.21286955504404936,PAYX,PAYCHEX INC
75241,0.21141278846746947,PXD,PIONEER NATURAL RESOURCES CO
86136,0.21116134454278002,SRE,SEMPRA ENERGY
76076,0.20988641862357338,CSCO,CISCO SYSTEMS INC
64936,0.20390574937069306,D,DOMINION ENERGY INC
18592,0.20268763108291976,CTVA,CORTEVA INC
19285,0.20248969182641008,CARR,CARRIER GLOBAL CORP
14970,0.2002080341467869,HUBS,HUBSPOT INC
80183,0.19929608821715705,MAA,MID AMERICA APT COMMUNITIES INC
12449,0.19747928679835547,CPAY,CORPAY INC
89258,0.195290444024808,PRU,PRUDENTIAL FINANCIAL INC
87666,0.19510000855193566,SLF,SUN LIFE FINANCIAL INC
83188,0.19471517227387403,CCJ,CAMECO CORP
89617,0.19454317432333101,EQIX,EQUINIX INC
70578,0.19291587567499002,ECL,ECOLAB INC
58683,0.19104829129482126,LUV,SOUTHWEST AIRLINES CO
21371,0.1900857727666272,CAH,CARDINAL HEALTH INC
13721,0.1889839230083845,ABBV,ABBVIE INC
77274,0.18639802126458438,GILD,GILEAD SCIENCES INC
23229,0.18590488513699022,CMS,C M S ENERGY CORP
16048,0.18380511290544388,CCEP,COCA COLA EUROPACIFIC PARTNERS
80681,0.18312780068198853,ESS,ESSEX PROPERTY TRUST INC
24109,0.18158482539002918,AEP,AMERICAN ELECTRIC POWER CO INC
18911,0.1772114060679828,DDOG,DATADOG INC
81655,0.17715188298435458,DRI,DARDEN RESTAURANTS INC
46578,0.17670103843563778,CLX,CLOROX CO
89428,0.17578452338540362,BNS,BANK OF NOVA SCOTIA
90993,0.1746249570032572,ICE,INTERCONTINENTALEXCHANGE GRP INC
18163,0.17248293199090314,PG,PROCTER & GAMBLE CO
80320,0.17122465928051533,CPRT,COPART INC
16692,0.17063135412852137,IR,INGERSOLL RAND INC
79785,0.16833941869257218,NVR,N V R INC
18729,0.16555927628866307,CL,COLGATE PALMOLIVE CO
51369,0.16505848460818084,TER,TERADYNE INC
80070,0.16214813765223912,SU,SUNCOR ENERGY INC NEW
23536,0.16119998455240947,WEC,W E C ENERGY GROUP INC
93089,0.16001053492629747,VRSK,VERISK ANALYTICS INC
19393,0.15784165577135534,BMY,BRISTOL MYERS SQUIBB CO
92949,0.1572246786463667,WCN,WASTE CONNECTIONS INC NEW
66157,0.15555168394195462,USB,U S BANCORP DEL
27959,0.1549852028223424,DUK,DUKE ENERGY CORP NEW
89626,0.15433094107182654,CME,C M E GROUP INC
16343,0.15423895765922535,YUMC,YUM CHINA HOLDINGS INC
90796,0.15228201995528923,WPM,WHEATON PRECIOUS METALS CORP
15720,0.15217615691311748,EIX,EDISON INTERNATIONAL
66181,0.14986665138324828,HD,HOME DEPOT INC
84761,0.14371018374857436,TTWO,TAKE TWO INTERACTIVE SOFTWR INC
85914,0.14331312445902156,BBY,BEST BUY COMPANY INC
11955,0.1428709910478183,WM,WASTE MANAGEMENT INC DEL
21792,0.1424631488950414,CNP,CENTERPOINT ENERGY INC
15202,0.14117254402623014,VMC,VULCAN MATERIALS CO
52090,0.1399941269284306,MKC,MCCORMICK & CO INC
17478,0.1393783165487863,SPGI,S & P GLOBAL INC
66384,0.13862818862593151,WDC,WESTERN DIGITAL CORP
45751,0.13742392450132956,MMC,MARSH & MCLENNAN COS INC
11618,0.1350411700520835,FAST,FASTENAL CO
18484,0.1348902269987171,ZM,ZOOM COMMUNICATIONS INC
60628,0.13482769169518827,FDX,FEDEX CORP
11674,0.13472391618416846,DTE,D T E ENERGY CO
79094,0.132473402181154,JBL,JABIL INC
23026,0.1323102659403541,FE,FIRSTENERGY CORP
13353,0.13205805982233265,PBA,PEMBINA PIPELINE CORP
65875,0.13170008958728974,VZ,VERIZON COMMUNICATIONS INC
15579,0.13138663116691496,TXN,TEXAS INSTRUMENTS INC
61399,0.1302510892743296,LOW,LOWES COMPANIES INC
10107,0.12920475914065843,MSFT,MICROSOFT CORP
82651,0.1268119727001702,WAT,WATERS CORP
23931,0.12289465936370259,XEL,X C E L ENERGY INC
13688,0.12251136875645807,PCG,P G & E CORP
27828,0.12093755576798815,HPQ,H P INC
23393,0.11959352150591984,CHD,CHURCH & DWIGHT INC
17750,0.11791383826256596,KMB,KIMBERLY CLARK CORP
12622,0.11746623672226919,HCA,H C A HEALTHCARE INC
91849,0.11660450546415091,BR,BROADRIDGE FINANCIAL SOLUTNS INC
11850,0.1125907257789629,XOM,EXXON MOBIL CORP
89444,0.11142446140905449,TRI,THOMSON REUTERS CORP
60506,0.10771033697168697,PCAR,PACCAR INC
82800,0.10681431100549843,SCCO,SOUTHERN COPPER CORP
33099,0.10503458356808548,IMO,IMPERIAL OIL LTD
91556,0.10388243290147736,ROST,ROSS STORES INC
81540,0.10376890071504885,COR,CENCORA INC
13641,0.10363682941425423,FANG,DIAMONDBACK ENERGY INC
11403,0.10313264180311355,CDNS,CADENCE DESIGN SYSTEMS INC
21178,0.10028127146209886,LMT,LOCKHEED MARTIN CORP
85257,0.10016409523531822,AME,AMETEK INC NEW
10145,0.09999260605599636,HON,HONEYWELL INTERNATIONAL INC
36468,0.09905271946295713,SHW,SHERWIN WILLIAMS CO
15826,0.09877092687656064,SQ,BLOCK INC
66800,0.09754776200005288,AIG,AMERICAN INTERNATIONAL GROUP INC
10138,0.09691668461196312,TROW,T ROWE PRICE GROUP INC
46886,0.09342904954233244,KLAC,K L A CORP
21776,0.09218871742236656,EXC,EXELON CORP
14231,0.09209587374778816,VEEV,VEEVA SYSTEMS INC
75186,0.09163339061911202,SCHW,SCHWAB CHARLES CORP NEW
18481,0.08987863676702212,ALC,ALCON INC
11308,0.0887019834655125,KO,COCA COLA CO
60871,0.08844394517930998,ADI,ANALOG DEVICES INC
77178,0.083318168643576,QCOM,QUALCOMM INC
92221,0.08201963321212613,MELI,MERCADOLIBRE INC
28222,0.08121706498353753,APD,AIR PRODUCTS & CHEMICALS INC
36003,0.07547454470423975,ROL,ROLLINS INC
19350,0.07544256727058718,DE,DEERE & CO
75828,0.07497996637393634,EA,ELECTRONIC ARTS INC
52038,0.07432894818352787,SYY,SYSCO CORP
79698,0.07395242964250337,IT,GARTNER INC
12994,0.07395143975200469,FNV,FRANCO NEVADA CORP
92402,0.07303508936707859,MSCI,M S C I INC
91907,0.07225671974888104,SMCI,SUPER MICRO COMPUTER INC
40272,0.06265509848946671,IFF,INTERNATIONAL FLAVORS & FRAG INC
54148,0.06237367148713968,PHM,PULTE GROUP INC
90505,0.06189837416728938,LVS,LAS VEGAS SANDS CORP
18835,0.05531997430543245,DKNG,DRAFTKINGS INC
16341,0.05331082830626399,FTS,FORTIS INC
19286,0.05164846609249629,OTIS,OTIS WORLDWIDE CORP
75912,0.05092675788267753,PTC,P T C INC
20482,0.04829155560406839,ABT,ABBOTT LABORATORIES
85348,0.047132863649006485,YUM,YUM BRANDS INC
75825,0.04321462803578391,EOG,EOG RESOURCES INC
80204,0.040878408976584346,MLM,MARTIN MARIETTA MATERIALS INC
89641,0.04060686173161021,STX,SEAGATE TECHNOLOGY HOLDINGS PLC
87445,0.03997472506787614,TDY,TELEDYNE TECHNOLOGIES
52476,0.03670631471806707,EFX,EQUIFAX INC
12052,0.035139007476647555,GD,GENERAL DYNAMICS CORP
92157,0.03495870625596065,TEL,T E CONNECTIVITY PLC
86158,0.034698025268540045,CTSH,COGNIZANT TECHNOLOGY SOLS CORP
76082,0.033564875724194865,CTRA,COTERRA ENERGY INC
18143,0.03180234262508641,LIN,LINDE PLC NEW
23876,0.030767490900440286,KVUE,KENVUE INC
13379,0.030522247434032757,SPLK,SPLUNK INC
81284,0.03036761901310414,BMO,BANK MONTREAL QUE
13035,0.02574701689670511,XYL,XYLEM INC
30681,0.024880663354757138,OMC,OMNICOM GROUP INC
15909,0.023209332145250672,TEAM,ATLASSIAN CORP PLC
91611,0.022985466257776643,FSLR,FIRST SOLAR INC
16087,0.022795245203203196,FTV,FORTIVE CORP
12062,0.02221283042991673,LH,LABCORP HOLDINGS INC
86372,0.02068695936966969,GIB,C G I INC
64653,0.02062387500067664,PSA,PUBLIC STORAGE
12366,0.020058589401857674,BAH,BOOZ ALLEN HAMILTON HOLDING CORP
24766,0.019264914694380186,NOC,NORTHROP GRUMMAN CORP
25582,0.0189267325425293,LHX,L3HARRIS TECHNOLOGIES INC
89195,0.018870673782061198,PFG,PRINCIPAL FINANCIAL GROUP INC
89071,0.018697440531836085,ACN,ACCENTURE PLC IRELAND
83597,0.01612037375889752,FDS,FACTSET RESEARCH SYSTEMS INC
11404,0.015751420477690736,ED,CONSOLIDATED EDISON INC
64311,0.014925084803974364,NSC,NORFOLK SOUTHERN CORP
17144,0.014248742034064898,GIS,GENERAL MILLS INC
23570,0.01258882529559835,GEHC,G E HEALTHCARE TECHNOLOGIES INC
14541,0.012381530841015564,CVX,CHEVRON CORP NEW
32870,0.012127207196332312,HRL,HORMEL FOODS CORP
78975,0.011585372048494857,INTU,INTUIT INC
14702,0.011295701865817964,AMAT,APPLIED MATERIALS INC
16851,0.010267867434415212,DD,DUPONT DE NEMOURS INC
14939,0.009679524422099517,KEYS,KEYSIGHT TECHNOLOGIES INC
76095,0.008955740199940943,HOLX,HOLOGIC INC
85621,0.008839226046746473,MTD,METTLER TOLEDO INTERNATIONAL INC
15054,0.007455911094093048,UBS,U B S GROUP A G
85753,0.004855541594718904,VRSN,VERISIGN INC
60097,0.002717949408315379,MDT,MEDTRONIC PLC
43449,0.0013936157241845049,MCD,MCDONALDS CORP
49680,-0.0034509730117392445,DHR,DANAHER CORP
18886,-0.006217804634398916,DT,DYNATRACE INC
53613,-0.009560701866309196,MU,MICRON TECHNOLOGY INC
56573,-0.009762519685737825,ITW,ILLINOIS TOOL WORKS INC
76744,-0.010297571048897503,VRTX,VERTEX PHARMACEUTICALS INC
17942,-0.01045350250483612,KDP,KEURIG DR PEPPER INC
88391,-0.01262526363878369,CNQ,CANADIAN NATURAL RESOURCES LTD
88446,-0.01553437246625955,ILMN,ILLUMINA INC
62092,-0.017219771206620993,TMO,THERMO FISHER SCIENTIFIC INC
84262,-0.020174660279227985,STLD,STEEL DYNAMICS INC
18576,-0.020303298442815754,UBER,UBER TECHNOLOGIES INC
81045,-0.02109055580726782,O,REALTY INCOME CORP
49154,-0.02156126485248888,TGT,TARGET CORP
21936,-0.022376197819659938,PFE,PFIZER INC
80864,-0.0233397120120985,RS,RELIANCE INC
75591,-0.0236108725330747,IEX,IDEX CORP
92655,-0.02412233174605305,UNH,UNITEDHEALTH GROUP INC
44206,-0.0245865336009633,ES,EVERSOURCE ENERGY
77702,-0.024932428601390222,SBUX,STARBUCKS CORP
91321,-0.025841270340658862,TECK,TECK RESOURCES LTD
87432,-0.02699645799596906,A,AGILENT TECHNOLOGIES INC
90305,-0.027824548035501162,EXR,EXTRA SPACE STORAGE INC
65541,-0.02832710756480583,COO,COOPER COMPANIES INC
87657,-0.029115007247715097,EW,EDWARDS LIFESCIENCES CORP
85269,-0.029150343833480252,VLO,VALERO ENERGY CORP NEW
57568,-0.029698879552045532,BALL,BALL CORP
17307,-0.030746539047260546,VICI,VICI PROPERTIES INC
16581,-0.031496003351763835,INVH,INVITATION HOMES INC
14144,-0.03183433827348936,CNH,C N H INDUSTRIAL N V
20190,-0.03474438041409045,ABNB,AIRBNB INC
92614,-0.03522268852183008,AWK,AMERICAN WATER WORKS CO INC
12872,-0.04047961593640337,MPC,MARATHON PETROLEUM CORP
77338,-0.04114866790703964,ROP,ROPER TECHNOLOGIES INC
22111,-0.04797978702558425,JNJ,JOHNSON & JOHNSON
23579,-0.04798600249803742,TXT,TEXTRON INC
48725,-0.051289370584770344,UNP,UNION PACIFIC CORP
80102,-0.05213391824498692,SUI,SUN COMMUNITIES INC
39642,-0.05398607214491524,BDX,BECTON DICKINSON & CO
90455,-0.055519828153658524,MPWR,MONOLITHIC PWR SYS INC
77649,-0.056011723496061316,STE,STERIS PLC NEW
62148,-0.05657190339124474,CSX,C S X CORP
77357,-0.05738904965525793,SNPS,SYNOPSYS INC
93094,-0.058529175034134795,CVE,CENOVUS ENERGY INC
44601,-0.05950933014171067,AVY,AVERY DENNISON CORP
84381,-0.062277327956381856,ROK,ROCKWELL AUTOMATION INC
22752,-0.0625727650275617,MRK,MERCK & CO INC NEW
64186,-0.06260610837197067,CI,CIGNA GROUP
28484,-0.06481699692607656,HES,HESS CORP
16600,-0.06513962294844944,HSY,HERSHEY CO
13628,-0.06531163883285307,WDAY,WORKDAY INC
62498,-0.06759895605748278,WST,WEST PHARMACEUTICAL SERVICES INC
14008,-0.06760452636319025,AMGN,AMGEN INC
48486,-0.06868180172669347,LRCX,LAM RESH CORP
83621,-0.07040954481316108,ANSS,ANSYS INC
69796,-0.07105632349331492,STZ,CONSTELLATION BRANDS INC
22976,-0.07117767412126719,WBD,WARNER BROS DISCOVERY INC
77661,-0.07233419069040681,DHI,D R HORTON INC
52708,-0.07317402474983914,LEN,LENNAR CORP
13856,-0.07587274176470282,PEP,PEPSICO INC
81472,-0.07703840842278986,ASML,A S M L HOLDING N V
89125,-0.07836424470933201,CP,CANADIAN PACIFIC KANSAS CITY LTD
21207,-0.07861072618266529,NEM,NEWMONT CORP
12084,-0.07950862842727147,NXPI,N X P SEMICONDUCTORS N V
20745,-0.0862285679551793,FERG,FERGUSON ENTERPRISES INC
88031,-0.08765886334844197,MNST,MONSTER BEVERAGE CORP NEW
81774,-0.09393715767356947,FCX,FREEPORT MCMORAN INC
88873,-0.10966885196958465,GPN,GLOBAL PAYMENTS INC
92322,-0.11237131345377782,ULTA,ULTA BEAUTY INC
13356,-0.11607730515799553,PSX,PHILLIPS 66
12308,-0.11811767721417932,CHTR,CHARTER COMMUNICATIONS INC NEW
89525,-0.11841568975470906,CMCSA,COMCAST CORP NEW
87717,-0.11865550682764459,EXPD,EXPEDITORS INTERNATIONAL WA INC
86111,-0.12155694012948959,AMT,AMERICAN TOWER CORP NEW
13928,-0.12185901095917184,COP,CONOCOPHILLIPS
71298,-0.1228620255599745,GOLD,BARRICK GOLD CORP
89070,-0.12462016189742142,ZBH,ZIMMER BIOMET HOLDINGS INC
77037,-0.12501958455746054,ODFL,OLD DOMINION FREIGHT LINE INC
15408,-0.12985438380659464,KHC,KRAFT HEINZ CO
25785,-0.1314958214068529,F,FORD MOTOR CO DEL
46674,-0.1321371122684083,GPC,GENUINE PARTS CO
83835,-0.13326087298448042,TD,TORONTO DOMINION BANK ONT
42877,-0.1375189393975128,JBHT,HUNT J B TRANSPORT SERVICES INC
15113,-0.13831311851986483,QSR,RESTAURANT BRANDS INTL INC
90720,-0.14382540851156866,BLDR,BUILDERS FIRSTSOURCE INC
13911,-0.15070539029643937,IQV,IQVIA HOLDINGS INC
89006,-0.15301422761245842,MDLZ,MONDELEZ INTERNATIONAL INC
34833,-0.1590980957144179,OXY,OCCIDENTAL PETROLEUM CORP
87447,-0.15983756256130288,UPS,UNITED PARCEL SERVICE INC
86339,-0.16389030193625576,CCI,CROWN CASTLE INC
13788,-0.16627978939084131,ZTS,ZOETIS INC
39917,-0.16628813645782126,WY,WEYERHAEUSER CO
90312,-0.1688721935772297,WLK,WESTLAKE CORP
85261,-0.1691151083450323,MT,ARCELORMITTAL S A LUXEMBOURG
75844,-0.17009221267743568,NTR,NUTRIEN LTD
88439,-0.17048428303936158,ENTG,ENTEGRIS INC
12345,-0.17369386346941285,LYB,LYONDELLBASELL INDUSTRIES N V
84181,-0.17496941237456454,CNI,CANADIAN NATIONAL RAILWAY CO
61241,-0.18058651414609328,AMD,ADVANCED MICRO DEVICES INC
86288,-0.1807986898120414,CSGP,COSTAR GROUP INC
85592,-0.18111874842629894,PLD,PROLOGIS INC
86996,-0.18170136151831984,SBAC,S B A COMMUNICATIONS CORP NEW
13786,-0.18317068261405944,TU,TELUS CORP
89269,-0.1836661073110778,CNC,CENTENE CORP DEL
22509,-0.18458214910148485,PPG,P P G INDUSTRIES INC
17341,-0.18572943655997876,ZS,ZSCALER INC
45911,-0.18855936518640393,SWKS,SKYWORKS SOLUTIONS INC
76614,-0.18895678647762437,REGN,REGENERON PHARMACEUTICALS INC
87299,-0.1918037277561998,AKAM,AKAMAI TECHNOLOGIES INC
89781,-0.1944576720314587,MOH,MOLINA HEALTHCARE INC
84767,-0.194852214193868,ARE,ALEXANDRIA REAL EST EQUITIES INC
89179,-0.20714147168919772,ELV,ELEVANCE HEALTH INC
13210,-0.21362807903403602,EPAM,EPAM SYSTEMS INC
18485,-0.21706232806011883,PINS,PINTEREST INC
19654,-0.2240712006569432,SNOW,SNOWFLAKE INC
27887,-0.22417666463635744,BAX,BAXTER INTERNATIONAL INC
13949,-0.22566669371916837,CDW,C D W CORP NEW
18428,-0.22810683640949236,DOW,DOW INC
23819,-0.23175058329679554,HAL,HALLIBURTON CO
88860,-0.2390151442672347,ALGN,ALIGN TECHNOLOGY INC
14277,-0.24452895080140313,SLB,SCHLUMBERGER LTD
88182,-0.24518173016962352,ON,ON SEMICONDUCTOR CORP
